ID,연령,결혼여부,학력,주택대출여부,개인대출여부,contact,통화시간,연락시도횟수,과거통화횟수,요일,경제활동,사용금액,사용횟수,연락월,Target
3786,50,이혼,중졸,없음,없음,휴대폰,150,5,0,수,경제활동인구,2272000,54063,5,0
3787,27,미혼,전문학교,없음,대출있음,휴대폰,616,5,0,목,경제활동인구,2272000,54063,6,1
3788,28,미혼,고졸,없음,없음,휴대폰,53,5,0,금,경제활동인구,2272000,54063,6,0
3789,37,결혼,대졸학사,대출있음,없음,휴대폰,110,5,0,월,경제활동인구,2272000,54063,7,0
3790,44,이혼,전문학교,대출있음,대출있음,휴대폰,395,2,0,목,경제활동인구,2272000,54063,8,0
3791,39,미혼,전문학교,없음,없음,휴대폰,48,2,0,수,경제활동인구,2272000,54063,10,0
3792,57,이혼,대졸학사,대출있음,대출있음,휴대폰,816,6,0,목,경제활동인구,2272000,54063,10,1
3793,44,결혼,전문학교,대출있음,없음,유선전화,195,3,0,토,미확인,2272000,54063,11,0
3794,39,결혼,대졸학사,대출있음,대출있음,휴대폰,63,2,0,수,경제활동인구,2272000,54063,11,0
3795,41,이혼,대졸학사,없음,없음,휴대폰,81,10,0,일,경제활동인구,2272000,54063,12,0
3796,40,결혼,석박사,없음,없음,휴대폰,106,2,0,토,경제활동인구,2272000,54063,1,0
3797,60,결혼,석박사,대출있음,없음,휴대폰,241,4,0,금,경제활동인구,2272000,54063,1,0
3798,36,미혼,대졸학사,대출있음,없음,휴대폰,148,6,0,월,경제활동인구,2272000,54063,2,0
3799,47,결혼,석박사,대출있음,없음,휴대폰,506,1,0,목,경제활동인구,2272000,54063,2,0
3800,47,결혼,대졸학사,없음,없음,휴대폰,175,1,0,금,경제활동인구,2272000,54063,6,0
3801,45,결혼,중졸,대출있음,없음,휴대폰,92,5,0,화,경제활동인구,2272000,54063,10,0
3802,47,결혼,고졸,대출있음,없음,휴대폰,384,1,0,금,경제활동인구,2272000,54063,1,0
3803,30,미혼,대졸학사,없음,없음,휴대폰,666,1,0,월,경제활동인구,2272000,54063,1,0
3804,39,결혼,대졸학사,없음,없음,휴대폰,436,2,0,토,경제활동인구,2272000,54063,2,0
3805,35,결혼,전문학교,없음,없음,유선전화,243,1,0,토,경제활동인구,2272000,54063,3,1
3806,40,결혼,전문학교,대출있음,없음,휴대폰,419,1,0,화,경제활동인구,2272000,54063,4,1
3807,42,결혼,전문학교,없음,없음,휴대폰,70,3,0,월,경제활동인구,2272000,54063,4,0
3808,50,결혼,대졸학사,없음,없음,휴대폰,139,2,0,금,경제활동인구,2272000,54063,5,0
3809,32,결혼,대졸학사,없음,없음,휴대폰,247,1,0,일,경제활동인구,2272000,54063,5,0
3810,39,이혼,석박사,대출있음,대출있음,휴대폰,80,2,0,수,경제활동인구,2272000,54063,6,0
3811,56,결혼,석박사,대출있음,없음,휴대폰,106,1,0,수,경제활동인구,2272000,54063,7,0
3812,31,결혼,대졸학사,대출있음,없음,휴대폰,376,2,0,월,경제활동인구,2272000,54063,7,0
3813,32,결혼,석박사,대출있음,없음,휴대폰,154,1,0,화,경제활동인구,2272000,54063,8,0
3814,31,미혼,석박사,없음,없음,휴대폰,449,1,0,토,경제활동인구,2272000,54063,9,0
3815,31,결혼,대졸학사,대출있음,없음,휴대폰,104,2,0,일,경제활동인구,2272000,54063,9,0
3816,34,결혼,전문학교,대출있음,없음,휴대폰,48,5,0,금,경제활동인구,2272000,54063,10,0
3817,31,결혼,석박사,대출있음,없음,휴대폰,284,1,0,화,경제활동인구,2272000,54063,11,0
3818,59,결혼,중졸,대출있음,없음,휴대폰,258,1,0,금,경제활동인구,2272000,54063,11,0
3819,41,미혼,석박사,대출있음,없음,휴대폰,57,5,0,화,경제활동인구,2272000,54063,12,0
3820,30,미혼,대졸학사,대출있음,없음,휴대폰,202,1,0,화,경제활동인구,2272000,54063,1,0
3821,34,결혼,대졸학사,없음,없음,휴대폰,358,3,0,토,경제활동인구,2272000,54063,2,0
3822,38,미혼,대졸학사,대출있음,없음,휴대폰,118,2,0,화,경제활동인구,2272000,54063,1,0
3823,44,이혼,대졸학사,대출있음,없음,휴대폰,191,1,0,수,경제활동인구,2272000,54063,3,0
3824,46,결혼,미확인,없음,없음,휴대폰,739,1,0,수,경제활동인구,2272000,54063,5,1
3825,36,미혼,대졸학사,없음,없음,휴대폰,71,3,0,금,경제활동인구,2272000,54063,6,0
3826,35,결혼,대졸학사,없음,대출있음,휴대폰,873,5,0,수,경제활동인구,2272000,54063,7,1
3827,59,결혼,중졸,대출있음,대출있음,휴대폰,56,5,0,수,비경제활동인구,2272000,54063,10,0
3828,50,이혼,대졸학사,없음,없음,휴대폰,130,1,0,월,경제활동인구,2272000,54063,12,0
3829,59,결혼,대졸학사,없음,없음,휴대폰,97,7,0,금,비경제활동인구,2272000,54063,1,0
3830,29,미혼,석박사,없음,없음,휴대폰,26,10,0,일,경제활동인구,2272000,54063,2,0
3831,48,미혼,대졸학사,대출있음,없음,휴대폰,44,1,0,수,경제활동인구,2272000,54063,1,0
3832,30,미혼,대졸학사,없음,없음,휴대폰,165,2,0,토,경제활동인구,2272000,54063,1,0
3833,43,미혼,대졸학사,대출있음,없음,휴대폰,213,2,0,수,경제활동인구,2272000,54063,2,0
3834,33,결혼,대졸학사,없음,없음,휴대폰,127,5,0,토,경제활동인구,2272000,54063,3,0
3835,42,이혼,석박사,없음,없음,휴대폰,200,1,1,금,경제활동인구,2272000,54063,3,0
3836,35,결혼,대졸학사,없음,없음,휴대폰,70,1,1,수,경제활동인구,2272000,54063,4,0
3837,54,결혼,대졸학사,미확인,미확인,휴대폰,56,1,0,금,경제활동인구,2272000,54063,4,0
3838,55,결혼,전문학교,대출있음,없음,휴대폰,147,1,0,금,경제활동인구,2272000,54063,5,0
3839,30,결혼,대졸학사,없음,없음,휴대폰,329,2,0,토,경제활동인구,2272000,54063,6,0
3840,29,결혼,고졸,대출있음,없음,휴대폰,42,1,0,월,경제활동인구,2272000,54063,7,0
3841,49,결혼,고졸,미확인,미확인,휴대폰,336,1,0,화,경제활동인구,2272000,54063,8,0
3842,44,결혼,고졸,대출있음,없음,휴대폰,52,1,0,토,경제활동인구,2272000,54063,9,0
3843,43,이혼,석박사,대출있음,없음,유선전화,55,2,0,수,경제활동인구,2272000,54063,10,0
3844,48,결혼,대졸학사,대출있음,없음,휴대폰,141,2,1,목,경제활동인구,2272000,54063,11,0
3845,31,미혼,석박사,없음,없음,휴대폰,215,1,1,토,경제활동인구,2272000,54063,12,0
3846,42,미혼,대졸학사,대출있음,없음,휴대폰,145,2,0,수,경제활동인구,2272000,54063,12,0
3847,30,결혼,전문학교,없음,없음,휴대폰,101,1,0,화,경제활동인구,2272000,54063,1,0
3848,32,결혼,대졸학사,대출있음,대출있음,휴대폰,434,1,0,토,경제활동인구,2272000,54063,2,0
3849,32,미혼,대졸학사,대출있음,없음,유선전화,52,2,0,금,경제활동인구,2272000,54063,1,0
3850,44,결혼,대졸학사,없음,없음,휴대폰,191,1,0,금,경제활동인구,2272000,54063,3,0
3851,29,결혼,전문학교,대출있음,없음,휴대폰,168,1,0,수,경제활동인구,2272000,54063,4,0
3852,38,미혼,대졸학사,없음,없음,휴대폰,69,4,0,화,경제활동인구,2272000,54063,5,0
3853,37,이혼,석박사,대출있음,없음,휴대폰,75,1,0,화,경제활동인구,2272000,54063,6,0
3854,39,결혼,대졸학사,없음,대출있음,휴대폰,418,2,0,월,경제활동인구,2272000,54063,7,0
3855,49,이혼,검정고시,없음,없음,유선전화,88,6,0,목,경제활동인구,2272000,54063,8,0
3856,30,미혼,전문학교,없음,없음,휴대폰,648,1,0,토,경제활동인구,2272000,54063,10,1
3857,49,결혼,중졸,없음,없음,휴대폰,378,1,1,수,경제활동인구,2272000,54063,12,0
3858,36,결혼,검정고시,대출있음,없음,휴대폰,72,1,0,금,경제활동인구,2272000,54063,2,0
3859,35,미혼,대졸학사,없음,없음,휴대폰,360,2,0,수,경제활동인구,2272000,54063,1,0
3860,38,결혼,대졸학사,없음,없음,휴대폰,261,1,0,수,경제활동인구,2272000,54063,2,1
3861,43,결혼,대졸학사,대출있음,없음,휴대폰,689,2,0,토,경제활동인구,2272000,54063,3,0
3862,42,결혼,전문학교,없음,없음,휴대폰,697,2,0,일,경제활동인구,2272000,54063,3,0
3863,42,이혼,석박사,대출있음,없음,휴대폰,157,1,1,목,경제활동인구,2272000,54063,4,0
3864,30,미혼,고졸,없음,없음,휴대폰,142,4,0,수,미확인,2272000,54063,5,1
3865,57,결혼,석박사,대출있음,없음,휴대폰,324,1,0,일,경제활동인구,2272000,54063,5,1
3866,35,결혼,전문학교,대출있음,없음,휴대폰,137,1,1,금,경제활동인구,2272000,54063,6,0
3867,30,미혼,전문학교,없음,없음,휴대폰,75,1,0,수,경제활동인구,2272000,54063,7,0
3868,54,결혼,전문학교,없음,없음,휴대폰,408,1,1,화,경제활동인구,2272000,54063,8,0
3869,43,결혼,전문학교,미확인,미확인,휴대폰,239,1,1,금,경제활동인구,2272000,54063,8,0
3870,56,미확인,중졸,없음,없음,휴대폰,422,1,0,일,경제활동인구,2272000,54063,9,0
3871,53,결혼,중졸,대출있음,없음,휴대폰,342,2,0,토,경제활동인구,2272000,54063,9,0
3872,29,결혼,대졸학사,대출있음,대출있음,휴대폰,245,1,0,월,경제활동인구,2272000,54063,10,0
3873,57,결혼,전문학교,대출있음,없음,휴대폰,157,1,0,목,경제활동인구,2272000,54063,10,0
3874,31,이혼,전문학교,대출있음,없음,휴대폰,97,1,0,일,경제활동인구,2272000,54063,11,0
3875,46,미혼,대졸학사,없음,없음,휴대폰,277,2,0,월,경제활동인구,2272000,54063,12,0
3876,58,미혼,석박사,대출있음,없음,휴대폰,1288,3,0,토,비경제활동인구,2272000,54063,12,1
3877,31,미혼,전문학교,없음,없음,휴대폰,706,1,1,수,경제활동인구,2272000,54063,1,0
3878,57,결혼,대졸학사,없음,없음,휴대폰,81,1,1,월,비경제활동인구,2272000,54063,1,0
3879,36,결혼,고졸,대출있음,없음,유선전화,47,1,0,화,경제활동인구,2272000,54063,2,0
3880,59,결혼,대졸학사,없음,없음,유선전화,340,8,0,일,경제활동인구,2272000,54063,1,1
3881,42,결혼,고졸,없음,없음,휴대폰,80,1,1,목,경제활동인구,2272000,54063,2,0
3882,51,이혼,전문학교,없음,없음,휴대폰,398,2,1,목,경제활동인구,2272000,54063,3,0
3883,40,결혼,전문학교,없음,없음,휴대폰,74,8,1,토,경제활동인구,2272000,54063,4,0
3884,42,결혼,중졸,없음,없음,휴대폰,151,1,0,금,경제활동인구,2272000,54063,6,0
3885,34,미확인,대졸학사,없음,없음,휴대폰,139,2,1,토,경제활동인구,2272000,54063,6,0
3886,51,이혼,대졸학사,없음,없음,휴대폰,345,2,0,금,경제활동인구,2272000,54063,7,0
3887,33,미혼,대졸학사,없음,없음,휴대폰,197,1,0,수,경제활동인구,2272000,54063,8,0
3888,40,결혼,대졸학사,대출있음,없음,휴대폰,248,1,0,토,경제활동인구,2272000,54063,8,0
3889,27,결혼,전문학교,없음,대출있음,휴대폰,279,1,1,화,경제활동인구,2272000,54063,9,0
3890,26,결혼,고졸,없음,없음,휴대폰,273,4,0,화,경제활동인구,2272000,54063,11,0
3891,39,결혼,검정고시,없음,없음,휴대폰,40,2,0,화,경제활동인구,2272000,54063,12,0
3892,41,미혼,검정고시,대출있음,없음,휴대폰,140,1,0,토,경제활동인구,2272000,54063,1,0
3893,38,결혼,전문학교,대출있음,없음,휴대폰,247,4,0,화,경제활동인구,2272000,54063,3,0
3894,31,미혼,전문학교,대출있음,없음,휴대폰,206,1,0,금,경제활동인구,2272000,54063,4,0
3895,30,결혼,고졸,대출있음,대출있음,휴대폰,231,1,0,토,경제활동인구,2272000,54063,6,0
3896,35,결혼,석박사,대출있음,없음,휴대폰,148,1,1,목,경제활동인구,2272000,54063,7,0
3897,37,결혼,검정고시,대출있음,없음,휴대폰,102,2,0,월,경제활동인구,2272000,54063,9,0
3898,28,미혼,전문학교,대출있음,대출있음,휴대폰,52,1,0,화,경제활동인구,2272000,54063,10,0
3899,34,이혼,대졸학사,대출있음,없음,휴대폰,118,1,0,토,경제활동인구,2272000,54063,12,0
3900,26,미혼,고졸,대출있음,없음,휴대폰,165,2,1,화,경제활동인구,2272000,54063,2,0
3901,36,결혼,석박사,없음,없음,휴대폰,541,2,0,화,경제활동인구,2272000,54063,7,0
3902,32,미혼,고졸,없음,없음,휴대폰,785,1,0,금,경제활동인구,2272000,54063,11,0
3903,33,미혼,전문학교,대출있음,없음,휴대폰,281,1,1,목,경제활동인구,2272000,54063,1,0
3904,42,결혼,석박사,없음,없음,휴대폰,194,4,0,수,경제활동인구,2272000,54063,2,0
3905,35,결혼,검정고시,대출있음,없음,휴대폰,378,2,1,일,경제활동인구,2272000,54063,3,0
3906,33,결혼,석박사,없음,대출있음,휴대폰,178,8,1,토,경제활동인구,2272000,54063,4,0
3907,52,결혼,검정고시,없음,없음,휴대폰,498,1,1,일,경제활동인구,2272000,54063,5,0
3908,23,미혼,전문학교,없음,없음,휴대폰,22,6,0,월,경제활동인구,2272000,54063,7,0
3909,44,결혼,대졸학사,대출있음,대출있음,휴대폰,91,1,0,월,경제활동인구,2272000,54063,8,0
3910,32,미혼,석박사,없음,없음,휴대폰,153,2,0,토,경제활동인구,2272000,54063,9,1
3911,53,결혼,검정고시,없음,없음,휴대폰,101,1,1,금,경제활동인구,2272000,54063,10,0
3912,55,결혼,석박사,대출있음,대출있음,휴대폰,197,3,1,토,경제활동인구,2272000,54063,12,0
3913,28,미혼,고졸,없음,대출있음,휴대폰,126,2,1,토,경제활동인구,2272000,54063,1,0
3914,59,결혼,중졸,없음,없음,휴대폰,455,1,0,수,경제활동인구,2272000,54063,1,0
3915,43,이혼,석박사,대출있음,없음,휴대폰,143,1,0,수,경제활동인구,2272000,54063,6,0
3916,41,결혼,고졸,대출있음,없음,휴대폰,253,1,0,토,경제활동인구,2272000,54063,8,1
3917,28,미혼,대졸학사,없음,없음,휴대폰,69,1,1,화,경제활동인구,2272000,54063,10,1
3918,32,결혼,대졸학사,없음,없음,휴대폰,74,1,1,일,경제활동인구,2272000,54063,12,1
3919,26,미혼,대졸학사,대출있음,없음,휴대폰,247,2,0,화,비경제활동인구,2272000,54063,1,0
3920,25,결혼,대졸학사,없음,없음,휴대폰,191,1,0,목,비경제활동인구,2272000,54063,1,1
3921,34,미혼,중졸,없음,없음,휴대폰,157,1,0,금,비경제활동인구,2272000,54063,2,0
3922,59,이혼,중졸,없음,없음,휴대폰,367,1,0,월,경제활동인구,2272000,54063,2,1
3923,50,결혼,미확인,미확인,미확인,휴대폰,506,2,0,월,경제활동인구,2272000,54063,3,0
3924,73,결혼,고졸,없음,없음,휴대폰,239,1,1,토,비경제활동인구,2272000,54063,3,0
3925,57,결혼,대졸학사,없음,없음,휴대폰,162,1,0,월,경제활동인구,2272000,54063,4,0
3926,44,결혼,전문학교,대출있음,없음,유선전화,99,1,0,토,미확인,2272000,54063,4,0
3927,32,결혼,전문학교,없음,없음,휴대폰,363,1,0,일,경제활동인구,2272000,54063,4,0
3928,54,결혼,석박사,없음,없음,휴대폰,95,2,0,토,비경제활동인구,2272000,54063,5,1
3929,53,결혼,석박사,대출있음,대출있음,휴대폰,730,1,1,토,경제활동인구,2272000,54063,6,1
3930,53,결혼,석박사,없음,없음,휴대폰,103,1,1,수,경제활동인구,2272000,54063,7,0
3931,48,결혼,전문학교,없음,없음,휴대폰,113,1,0,목,경제활동인구,2272000,54063,7,0
3932,25,미혼,대졸학사,대출있음,없음,휴대폰,123,1,0,월,경제활동인구,2272000,54063,8,0
3933,65,결혼,중졸,대출있음,없음,휴대폰,253,2,1,토,비경제활동인구,2272000,54063,9,0
3934,27,미혼,고졸,없음,없음,휴대폰,217,1,2,목,경제활동인구,2272000,54063,10,1
3935,62,결혼,중졸,대출있음,없음,휴대폰,443,1,0,수,비경제활동인구,2272000,54063,11,0
3936,58,결혼,중졸,대출있음,없음,휴대폰,487,1,2,토,비경제활동인구,2272000,54063,1,1
3937,36,결혼,대졸학사,대출있음,없음,유선전화,52,4,0,수,경제활동인구,2272000,54063,2,0
3938,33,미혼,대졸학사,대출있음,없음,휴대폰,265,2,0,수,경제활동인구,2272000,54063,2,1
3939,65,이혼,중졸,없음,없음,휴대폰,288,3,0,목,비경제활동인구,2272000,54063,5,1
3940,80,이혼,중졸,대출있음,없음,휴대폰,234,1,0,토,비경제활동인구,2272000,54063,9,0
3941,54,결혼,대졸학사,대출있음,없음,유선전화,172,5,1,월,경제활동인구,2272000,54063,2,0
3942,47,미혼,대졸학사,대출있음,대출있음,휴대폰,178,1,0,금,경제활동인구,2272000,54063,6,0
3943,35,이혼,석박사,대출있음,대출있음,휴대폰,181,1,0,토,경제활동인구,2272000,54063,1,0
3944,34,미혼,전문학교,없음,없음,휴대폰,346,1,1,월,경제활동인구,2272000,54063,1,1
3945,56,결혼,석박사,없음,없음,휴대폰,230,2,1,수,경제활동인구,2272000,54063,1,1
3946,31,미혼,미확인,없음,없음,휴대폰,308,1,2,월,경제활동인구,2272000,54063,2,0
3947,52,결혼,대졸학사,대출있음,없음,휴대폰,175,3,3,수,경제활동인구,2272000,54063,3,1
3948,88,결혼,중졸,없음,없음,휴대폰,127,2,0,수,비경제활동인구,2272000,54063,3,0
3949,23,미혼,고졸,대출있음,없음,휴대폰,954,1,0,수,비경제활동인구,2272000,54063,4,1
3950,31,미혼,석박사,대출있음,없음,휴대폰,401,2,0,수,경제활동인구,2272000,54063,4,1
3951,62,결혼,전문학교,없음,없음,휴대폰,318,1,3,수,경제활동인구,2272000,54063,5,1
